sample_id,ar_total_s,method_total_s,ttft_s,tpot_s,accepted_block_mean,output_tokens,prediction,reference,seed,regime,k
s005,0.8359645694902419,0.37656372324386506,0.049042163262427975,0.0034475953682256534,4.260869565217392,96,"Chip Manufacturing token token expanded a phased plan with measurable milestones, trade-offs, near-term execution token","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s006,0.8732205778397955,0.4993935381384089,0.06280900418049848,0.004595626673241162,3.3448275862068964,96,"token Chain token token token with measurable milestones, trade-offs, and near-term execution","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s007,0.7038238086232349,0.31316904902636294,0.05381092577289641,0.0035048395034252234,4.166666666666667,75,"Space Mission update: officials token a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s008,0.3111372293729987,0.17401719166771615,0.0550782338869354,0.004405146584473361,3.75,28,"City Planning token officials token a token plan token measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s009,0.40010231065029916,0.23589040430690764,0.05583652813463222,0.0041872994458668706,3.6666666666666665,44,Cybersecurity Incident update: officials approved a phased plan with measurable token token and near-term execution risks.,"Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s010,0.33309463177798865,0.20802478775017513,0.056120613496992953,0.004467769830975946,3.8,35,"Energy update: officials criticized a phased plan with measurable token trade-offs, and near-term execution token","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s011,0.7557545809821073,0.38966584230794327,0.05298646347576585,0.004008087843240207,3.8260869565217392,85,"Medical token update: officials rejected a phased plan measurable trade-offs, and near-term token risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s012,0.5085688245018761,0.2611306611212635,0.04764089019797169,0.0030940546510622,4.8,70,"Sports Finals update: officials delayed a phased plan with measurable trade-offs, and near-term execution risks.","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s013,0.6465745788928152,0.3063819024693799,0.0436439561314718,0.0027950845355096607,5.105263157894737,95,"Education Reform update: officials a phased plan with measurable token trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s014,0.5495899963259187,0.32230809510460046,0.053352263857861765,0.00395523281245204,3.8333333333333335,69,"token Policy update: delayed a phased plan with token milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s015,0.6280483119140153,0.3702933612444665,0.05634308969567415,0.004186003620650565,3.7142857142857144,76,"Chip update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term token risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s016,0.7679120664694065,0.3978112547091488,0.04704685977986392,0.003160039593957521,4.52,112,"Supply Chain update: delayed a phased with measurable trade-offs, and near-term execution risks.","Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s017,0.44904507102312663,0.20782192938019184,0.04942351566699081,0.003771390802695262,4.0,43,"Space token update: officials reported a phased plan with token milestones, token and execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s018,0.7489871863116548,0.39295668260539324,0.046549192597642244,0.0037248117205134516,3.9583333333333335,94,"City Planning token officials accelerated a phased with token trade-offs, token near-term execution risks.","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s019,0.6381706417950395,0.41192761364696623,0.058957613646966174,0.005042428571428573,3.0869565217391304,71,Cybersecurity update: officials token token plan measurable token and near-term execution risks.,"Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s020,0.5255235485872537,0.2744473541876068,0.05342807518998463,0.003623266868813478,4.333333333333333,62,"Energy Markets token expanded phased plan with measurable milestones, trade-offs, and token token risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s021,0.6679619188329958,0.3386510418439383,0.04794261481094359,0.0036798535067467685,4.0,80,"Medical Trial update: officials announced a phased plan with measurable trade-offs, and near-term token risks.","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s022,0.3088751935893682,0.17476318775774308,0.048579232249673684,0.003711292809060865,4.111111111111111,35,"Sports Finals update: officials token a phased plan token measurable milestones, and near-term execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s023,0.8607388000548404,0.45301362087373925,0.059725838797612,0.0038939384363972994,3.888888888888889,102,Education token update: officials accelerated a phased plan with measurable token token and near-term token risks.,"Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s024,0.515835941519902,0.28247473430007836,0.04976981897561857,0.003693728814673965,4.125,64,"Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s025,0.5921269739465347,0.2646019819935711,0.04856468636839143,0.0034291634226218995,4.4,64,"Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, near-term execution risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s026,0.5195529245747224,0.2465026379484932,0.04987161489975672,0.0030250926622882534,4.714285714285714,66,"Supply Chain update: officials approved a phased plan with measurable trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s027,0.6216246007766689,0.30820490464851763,0.05627858587189246,0.0037600943100988835,4.0588235294117645,68,"Mission update: officials accelerated a phased token with token milestones, trade-offs, and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s028,0.5270441776746452,0.3293553989733867,0.05172180571566278,0.0038031999076400544,4.0,74,"City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s029,0.30260072816476674,0.18001844400760977,0.05008747562384793,0.0039373020722352076,4.111111111111111,34,"token Incident update: officials approved token token plan with measurable milestones, token and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s030,0.39966909655397265,0.2109961511499788,0.0569211967228346,0.004164187957490384,3.9,38,"Energy Markets update: officials narrowed a phased plan with measurable token trade-offs, token token execution token","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s031,0.4676076424019227,0.2502998012889561,0.04822957530753732,0.003742041221878126,4.142857142857143,55,"Medical Trial update: officials rejected a phased plan token token milestones, trade-offs, and near-term execution token","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s032,0.985768180117781,0.4866027580466203,0.05173856837068462,0.003781427736312484,3.8666666666666667,116,"Sports Finals update: officials approved a phased with measurable milestones, trade-offs, and token execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s033,0.45952637958674514,0.2445804213287574,0.04713987991134087,0.00358982802577121,4.0,56,"Education Reform update: officials announced phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s034,0.40184047449311083,0.20870871639710087,0.048203282369690195,0.003647850773350242,4.363636363636363,45,"Climate Policy update: officials reported a phased plan with measurable milestones, token and near-term execution risks.","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s035,0.49145794633170214,0.25210211044655284,0.04969111645790558,0.0034898447239421937,4.214285714285714,59,"Chip Manufacturing update: officials a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s036,0.8118429805677918,0.4451769720932631,0.04962713732870037,0.0038779395565153208,3.814814814814815,103,"Supply Chain token officials criticized token phased plan with measurable token trade-offs, and near-term execution risks.","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s037,0.3805167600771637,0.21910491308384838,0.05286348680053466,0.004262600673931121,3.727272727272727,40,"Space Mission update: officials accelerated phased plan with measurable milestones, token and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s038,0.5542890457937066,0.3253948378297994,0.050403729423898785,0.0036665481120786744,4.105263157894737,76,"City Planning update: officials announced a phased token token milestones, trade-offs, and near-term execution risks.","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s039,0.3001806016536787,0.14260362149309466,0.042679729790980094,0.003445651438003951,4.857142857142857,30,"Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, token near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s040,0.24988112819967478,0.17043681130690652,0.05085629095100666,0.00412346621916896,3.875,30,"Energy Markets update: delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s041,0.5382246293941398,0.263092509027226,0.049243877920153396,0.003564143851784543,4.133333333333334,61,"Medical Trial update: officials expanded a phased token with measurable token trade-offs, and token execution risks.","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s042,0.8785404988186255,0.39318211077918974,0.04306614469836381,0.0030983713812462476,4.6,114,"Sports token officials approved a phased plan with token milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s043,0.38613520579119903,0.21211822283577264,0.05203367844578744,0.00400211360974963,3.727272727272727,41,"Education Reform update: officials reported a token plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s044,0.8035245301912495,0.43813067889152707,0.05404704502254882,0.004267595931877536,3.576923076923077,91,"Climate token update: officials expanded a phased plan with measurable milestones, trade-offs, and token execution risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s045,0.518544707200924,0.3151276525264318,0.05679921890560234,0.004234892354439827,3.7058823529411766,62,"Chip Manufacturing update: officials reported a phased plan token measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s046,0.5186595646488444,0.2338759250461921,0.0419359250461921,0.0028226470588235296,5.0,69,"Supply Chain update: officials accelerated a phased plan with measurable milestones, and near-term execution risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s047,1.0415545710726717,0.5453195866958193,0.05366858481366742,0.004275226103323059,3.515151515151515,116,"token token token officials token token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s048,0.572089691709263,0.30017303792385475,0.0501246981811678,0.00373206477227891,4.0,68,"City Planning update: token confirmed a phased token with measurable token trade-offs, and near-term execution risks.","City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s049,0.3605376981266411,0.19114851319751436,0.04647891885595952,0.0036167398585388714,4.3,41,"Cybersecurity Incident update: officials accelerated a phased token measurable milestones, trade-offs, near-term execution risks.","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,8
s000,0.8047964597816663,0.4803698254221695,0.052552096044231764,0.0038892520852539794,6.9375,111,"Energy Markets update: officials announced a phased plan token milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s001,0.3970369612287067,0.24178592751189934,0.05059791671647109,0.004446232809196006,6.714285714285714,44,"Medical Trial token officials a phased plan with measurable milestones, token token near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s002,0.5602973001291006,0.3161775520279142,0.05117428670146267,0.0038971068430360516,7.1,69,"Sports Finals update: officials criticized a phased token token milestones, trade-offs, token near-term token risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s003,0.8564290532157433,0.5022628935783245,0.049802010595692676,0.0041894526202095545,6.647058823529412,109,"Education Reform update: officials reported a phased plan with measurable token trade-offs, near-term execution token","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s004,0.361505181438735,0.22393493526224761,0.04490727170465741,0.0036536257868895958,7.428571428571429,50,"Climate token update: officials announced a phased plan with measurable milestones, and near-term token risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s005,0.7143966089797926,0.42152369381320737,0.049449620792327405,0.0039165691896934736,7.285714285714286,96,"Chip Manufacturing token expanded a phased plan with measurable milestones, trade-offs, and near-term execution token","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s006,0.8749917245746309,0.56140218866201,0.05445414650736242,0.005336295180575237,5.388888888888889,96,"Supply Chain update: officials confirmed a token token with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s007,0.6212742765837577,0.34667890033374615,0.05131897191284258,0.003991350384066264,7.0,75,"Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s008,0.3394390506819887,0.190350297843524,0.052051600617548106,0.0051221739713324405,6.0,28,"City token update: token token token measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s009,0.4195068988012262,0.2843279267911145,0.0612894252280806,0.005186941896814742,5.75,44,"Cybersecurity Incident update: officials approved a phased token with measurable milestones, trade-offs, and near-term execution token","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s010,0.353520239337481,0.25601906750728043,0.06093322355282543,0.005737818939836913,5.428571428571429,35,"Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term token risks.","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s011,0.811042322494581,0.43597613730314955,0.05524037176832479,0.004532568637319342,6.142857142857143,85,"Medical Trial update: officials rejected a phased token token token milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s012,0.5507608221749696,0.28104052604233604,0.04541280093438595,0.0034148945667818857,7.777777777777778,70,"Sports Finals update: officials delayed a token plan with token milestones, trade-offs, near-term execution risks.","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s013,0.614240813498537,0.3506171394234915,0.04527973352297583,0.0032482702755374008,8.5,95,"Education token update: officials reported a measurable milestones, trade-offs, and execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s014,0.656915300611217,0.38952256259092666,0.05841478759527508,0.00486923198523017,5.833333333333333,69,"Climate update: officials token token token plan with measurable milestones, trade-offs, token near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s015,0.6611069685849349,0.42134135433670805,0.058362446704869966,0.004839718768424508,6.076923076923077,76,"Chip Manufacturing update: expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s016,1.0002410607181376,0.4409932121307941,0.04801593821565229,0.0035403358010373137,7.866666666666666,112,"Supply update: officials delayed token phased token with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s017,0.3780978916255513,0.24146168522436787,0.05341370413483934,0.004477332883084013,6.714285714285714,43,"Space token update: officials token a phased plan token measurable milestones, and near-term execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s018,0.7123440557348384,0.42666333385152433,0.0475629288424814,0.004076348440957451,6.857142857142857,94,"City Planning update: officials accelerated a token plan with measurable milestones, trade-offs, and execution risks.","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s019,0.6219425758670263,0.489780049360039,0.05993004936003899,0.006140714285714286,4.733333333333333,71,"Cybersecurity Incident update: officials announced a phased plan token milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s020,0.5723905318360095,0.3194910494465122,0.05053201078301601,0.004409164568254036,6.4,62,"Energy Markets update: expanded a phased with measurable trade-offs, and near-term execution risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s021,0.7895796078507895,0.4005070270822995,0.05118607193940643,0.004421784242315102,6.3076923076923075,80,"Medical Trial update: officials announced a phased token with milestones, and near-term execution risks.","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s022,0.2996672721869483,0.20286877179965462,0.0466401644555621,0.004594959039532133,6.833333333333333,35,"Sports Finals update: officials reported a token plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s023,0.8078579989584483,0.513612545590597,0.05475570890214063,0.00454313699691541,6.176470588235294,102,"Reform update: officials accelerated a token with milestones, trade-offs, and near-term execution risks.","Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s024,0.5817677796326428,0.3152450900859003,0.04608894593032559,0.004272319748501186,6.6,64,"token Policy officials token phased plan with measurable milestones, and near-term token risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s025,0.5192327039610669,0.29195557884994483,0.049240824099729234,0.003852615154765327,7.666666666666667,64,"Chip Manufacturing token delayed phased plan with measurable milestones, trade-offs, and token token risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s026,0.5071912983579308,0.2533653963814086,0.04357279861142404,0.0032275784272305314,8.25,66,"Supply Chain officials approved a phased with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s027,0.6361578110327368,0.3791928662267617,0.053249827953878955,0.004864821466759444,6.0,68,"Space token update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution token","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s028,0.5895146077460943,0.35456626718715484,0.05039579078347447,0.004166718854844937,7.2727272727272725,74,"City Planning update: officials expanded a phased plan token token milestones, trade-offs, and near-term token risks.","City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s029,0.2984830143798591,0.21259030939570353,0.05331568488402109,0.004826503773081287,6.333333333333333,34,"Cybersecurity Incident update: token approved a phased plan with measurable milestones, trade-offs, token token execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s030,0.33666234257664696,0.2798476221417093,0.05538769505827857,0.006066484515768397,5.25,38,"Energy Markets update: officials narrowed a token plan token measurable milestones, token and near-term execution risks.","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s031,0.5161646737284906,0.29351078986145845,0.05242764217106292,0.0044645027350073245,6.777777777777778,55,"Medical Trial token token rejected a phased token with measurable milestones, token near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s032,0.962869967911948,0.538529817386433,0.05157278977531034,0.004234408935748893,6.444444444444445,116,"Finals update: approved token token plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s033,0.41252129670511434,0.2632863262994899,0.05033999325101387,0.003871751509972291,7.25,56,"Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and token token risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s034,0.41178832446244257,0.26456233476707824,0.05213170345448097,0.00482796889346812,6.375,45,"token Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s035,0.49289184966828564,0.2941307681482442,0.053445204448554835,0.004149751098270506,6.777777777777778,59,"Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s036,0.9249718947431764,0.5159022656270897,0.05190988110875136,0.004548944946258219,6.235294117647059,103,"Supply Chain update: officials token a token plan with measurable milestones, trade-offs, and near-term execution token","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s037,0.4157923232919585,0.2561611946111283,0.05954937934145631,0.005041328596658256,5.857142857142857,40,"Space Mission update: officials accelerated a phased token with token token trade-offs, risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s038,0.6163162899720556,0.3477945790036574,0.050789085059983086,0.0039600732525823246,6.909090909090909,76,"City Planning update: officials announced a phased plan token token milestones, trade-offs, and near-term execution token","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s039,0.27309737776317916,0.15191767915520538,0.04787608863850304,0.003587641052300081,7.5,30,"Cybersecurity Incident update: officials expanded a phased plan milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s040,0.3029290469402066,0.22118588915355167,0.05589010861970192,0.005699854501167233,5.833333333333333,30,"Energy Markets update: token delayed a phased plan measurable milestones, trade-offs, and near-term token risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s041,0.5149271739493315,0.2898456022271117,0.0498872448986245,0.003999305955474787,7.111111111111111,61,"Medical token token token expanded token phased plan with measurable milestones, and near-term execution risks.","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s042,0.7981576087053942,0.43550208058449963,0.044212921287508374,0.0034627359229822234,7.933333333333334,114,"Sports Finals update: officials approved a phased plan with measurable milestones, token and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s043,0.37539762357331086,0.219272284153888,0.05300732663754054,0.004156623937908686,7.0,41,"Education Reform update: a phased with measurable milestones, trade-offs, near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s044,0.8362601762582417,0.5211168718266364,0.05550365830566482,0.005173480150233016,5.529411764705882,91,"Climate Policy token officials expanded a phased plan measurable milestones, trade-offs, token near-term execution risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s045,0.6109352599308544,0.3962587225597475,0.05772152215387062,0.005549790170588146,5.75,62,"Chip Manufacturing update: reported a phased with measurable milestones, and near-term token","Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s046,0.5177189130408456,0.26943946974054134,0.042959469740541344,0.0033305882352941173,8.222222222222221,69,"Supply token update: officials accelerated a phased plan token measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s047,0.9869851021866041,0.6363081312844701,0.05163412888900395,0.005084121759960575,5.714285714285714,116,"Space Mission update: officials delayed a phased plan with token milestones, trade-offs, and near-term execution risks.","Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s048,0.6413141062111166,0.35341933762651967,0.05362736854774846,0.00447450700117569,6.363636363636363,68,"City Planning update: officials confirmed phased plan with milestones, trade-offs, and near-term risks.","City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s049,0.35036189619068914,0.21774873815376306,0.05438522494389721,0.004084087830246646,7.666666666666667,41,"Cybersecurity Incident update: officials accelerated a phased plan with token milestones, trade-offs, and near-term execution token","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,stoch,16
s000,0.9180137171994954,0.35600755064795564,0.047712144601335445,0.002802685509514729,3.0,111,"Energy Markets update: token announced token phased plan with token milestones, trade-offs, and near-term risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s001,0.36622352275993875,0.17946179373203833,0.05178071652020184,0.0029693273770194533,3.0,44,"Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s002,0.6191222285645147,0.2361526945481936,0.046487066985483966,0.002789200405333965,3.0,69,"Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s003,0.8558892453114259,0.35851951965090567,0.04961800979270872,0.002860199165353675,3.0,109,"Education Reform update: token reported a phased plan with measurable trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s004,0.3588887860993021,0.17906989249177588,0.04307095390323893,0.0027754885426232033,3.0588235294117645,50,"Climate update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s005,0.8002767321186031,0.31299345147178786,0.048815409745570686,0.0027808214918549176,3.03125,96,"Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
s006,0.8599306686837439,0.378248090362049,0.05655881869924415,0.0033862028596084717,2.6216216216216215,96,"Supply token update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",43,det,4
