sample_id,ar_total_s,method_total_s,ttft_s,tpot_s,accepted_block_mean,output_tokens,prediction,reference,seed,regime,rescue_alpha,window_size,cooling_tokens
s018,0.6910169281898597,0.3286786235885111,0.048290161957988444,0.003014929694951856,5.2105263157894735,94,"City token update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s019,0.6846064703983802,0.31183652187392785,0.056678521873927835,0.0036451142857142856,2.88,71,"Cybersecurity Incident update: officials announced a phased plan with measurable milestones, and near-term execution risks.","Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s020,0.5089004012702938,0.23095980394412075,0.051695923065832775,0.002938752145545704,5.416666666666667,62,"Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s021,0.640799861988326,0.2750328891928015,0.050874700945530066,0.0028374454208515373,5.4,80,"Medical update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s022,0.30274724724217633,0.14955578563192048,0.04726201677627189,0.0030086402604602527,5.714285714285714,35,"Sports Finals update: officials reported token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s023,0.843659658556114,0.3480933936024491,0.05051153888503103,0.0029463549972021594,5.15,102,"Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, token execution risks.","Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s024,0.5013477581097595,0.22711384436420773,0.049075526520197414,0.0028260050451430208,5.333333333333333,64,"Climate Policy update: officials criticized a phased plan token measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s025,0.44890382306686827,0.2197066346346791,0.041977781784549764,0.0028210929023830054,5.75,64,"Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s026,0.49005715069226113,0.20679037702182193,0.04644058215164399,0.0024669199210796606,6.181818181818182,66,"Supply update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s027,0.587330543567984,0.25140929752639296,0.04616563440074603,0.00306333825560667,4.3125,68,"Space Mission token officials accelerated a phased plan measurable milestones, trade-offs, near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s028,0.647499600706979,0.2710022046060866,0.047066230449282695,0.003067616084339779,5.266666666666667,74,"City Planning update: token token a phased plan with milestones, trade-offs, and near-term execution risks.","City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s029,0.331147143828306,0.15157489216061806,0.047918214291984784,0.003141111450564645,5.428571428571429,34,"Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s030,0.34308421925138943,0.18551483554637094,0.05584286835882714,0.0035046477618255077,3.4166666666666665,38,"Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s031,0.533577936059183,0.19463377976595322,0.04505720592075548,0.002769936552688847,5.7,55,"Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s032,0.9487663869467003,0.37619836564425907,0.04827200045814156,0.002851533610314065,5.2727272727272725,116,"Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s033,0.391662950291305,0.20845060626997625,0.047971937696231697,0.0029177939740680824,5.454545454545454,56,"Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s034,0.3738509165643394,0.17004134705287413,0.05002506296220535,0.002727642820242472,5.75,45,"Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s035,0.48271303440102376,0.21110027804174236,0.047855718006913246,0.002814561379910847,5.545454545454546,59,"Chip Manufacturing officials criticized a phased token with measurable trade-offs, and token execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s036,0.820351802635093,0.36107742814314403,0.04810754380795015,0.0030683321993646463,5.0,103,"Supply Chain update: officials criticized a phased plan with token milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s037,0.4155490933152919,0.18782499788871249,0.055700505973498834,0.0033878074850054777,4.2,40,"Space Mission update: officials token a phased plan with measurable milestones, trade-offs, and near-term token","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s038,0.6125988075285874,0.264994267843863,0.044489532923881046,0.0029400631322664262,5.2,76,"City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s039,0.27796657046750584,0.12688696470216224,0.04126139110338814,0.002952605986164624,5.5,30,"Incident update: officials expanded a token plan with milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s040,0.2799983212722905,0.15238867274619333,0.0500851047359416,0.0035277092417328186,3.7777777777777777,30,"Energy update: officials delayed a phased plan with measurable trade-offs, and execution risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s041,0.47446836544101556,0.22300866724230456,0.04876365284521227,0.0029040835732848714,5.25,61,"Medical Trial update: officials expanded a phased plan with token milestones, trade-offs, token near-term execution risks.","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s042,0.7840508177926793,0.32013021405534087,0.04475989325605582,0.0024369054937989827,6.0,114,"Sports Finals update: officials approved a phased token with measurable milestones, trade-offs, and execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s043,0.34945652755457723,0.1747022912642031,0.05513331675439463,0.002989224362745212,5.125,41,"Education Reform update: officials reported phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s044,0.7279113249452789,0.3300941802279663,0.054335531432680016,0.0030639849866142925,4.55,91,"Climate Policy update: officials expanded a phased plan with measurable milestones, token and near-term token risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s045,0.5669191351126577,0.2586949274752446,0.05353741727737968,0.0033632378720961464,4.125,62,"Chip Manufacturing update: officials reported a phased token with measurable token trade-offs, and near-term execution risks.","Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s046,0.5181520307373007,0.22199007755143432,0.04174807755143434,0.0026506176470588233,8.1,69,"token token update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term token risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s047,1.0113462478849442,0.40186514959152614,0.049282248410903416,0.00306593827113585,5.043478260869565,116,"Space Mission update: delayed plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s048,0.6092157454521073,0.2535337585833808,0.04503381265644823,0.0031119394914467546,5.071428571428571,68,token Planning token officials confirmed a token plan with token token and near-term execution risks.,"City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s049,0.40513291094170595,0.1537714555259958,0.04817811109081627,0.0026398336108794888,6.0,41,"Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, token near-term execution token","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,10
s000,0.8047964597816663,0.3457965913694475,0.04990349359435754,0.002689937252500818,5.55,111,"Energy Markets update: officials announced a plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s001,0.35607668371412643,0.17012721284410115,0.049433378720738066,0.0028068333517061177,5.5,44,"Medical Trial update: officials token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s002,0.4905574379860377,0.23287111929011378,0.04390695907413971,0.0027788847090584423,5.384615384615385,69,"Sports Finals update: officials criticized a phased plan with measurable trade-offs, and near-term token risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s003,0.8964100759593422,0.35436250722019175,0.04592204579749343,0.0028559301983583176,5.333333333333333,109,"token Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s004,0.40149926960128324,0.17614899769498665,0.047079420922380905,0.002634072995359301,5.888888888888889,50,"Policy update: officials announced a phased plan with measurable milestones, trade-offs, near-term execution risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s005,0.7314263840708098,0.30762220689367026,0.04440006464587543,0.0027707593920820507,5.555555555555555,96,"Chip token update: officials expanded a token plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s006,0.845266918315004,0.368565671282026,0.055687875731635354,0.0032934504794777963,3.4642857142857144,96,"Supply token update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s007,0.6765805947270567,0.25492625407369074,0.046530567796264154,0.0028161579226679266,5.642857142857143,75,"Space Mission update: token reported phased plan with measurable milestones, trade-offs, token risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s008,0.2589654015325322,0.13849671929231427,0.04704542279028727,0.003387085055630629,5.166666666666667,28,"City Planning update: officials rejected token phased with measurable milestones, token and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s009,0.42897915689135313,0.1911473243236619,0.05465047826383634,0.0031743452572052457,3.8333333333333335,44,"Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s010,0.3526832509375273,0.15979169220614436,0.05396225026803282,0.003112630645238575,3.5,35,"Energy Markets update: officials criticized a phased with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s011,0.711392765262518,0.3086856738604539,0.05436113055035337,0.0030276731346440544,5.117647058823529,85,"Medical Trial token officials rejected a phased plan with milestones, trade-offs, and near-term risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s012,0.5440258414946169,0.22900156501268515,0.04133354369251761,0.002719826395944457,5.769230769230769,70,"token Finals update: officials delayed phased token with measurable milestones, trade-offs, and near-term execution token","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s013,0.743838490747937,0.2654411109591383,0.040188667418828934,0.002396302590854355,6.0625,95,"token Reform officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s014,0.6362092601677413,0.2650176720057352,0.05342123591418658,0.003111712295463951,4.235294117647059,69,"Climate Policy update: officials token phased with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s015,0.5986313144978299,0.292828097559766,0.05105970288806824,0.003223578595622637,3.9,76,"Chip update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s016,0.9466953583467309,0.33559839513322254,0.046852030784137334,0.0026013185977395064,5.8,112,"Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution","Supply Chain update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s017,0.3865809034946005,0.17282321393291697,0.05311425222973085,0.0028502133738853835,5.625,43,"Space Mission token officials reported a phased plan with measurable milestones, token and near-term execution risks.","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s018,0.7568540160337058,0.32849496702287795,0.048736505392355335,0.003008155501403469,5.157894736842105,94,"City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s019,0.732487888690901,0.32073174559424783,0.062003745594248,0.0036961142857142837,2.5714285714285716,71,"Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution token","Cybersecurity Incident update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s020,0.5157694205425811,0.2287954660742249,0.05142158519593696,0.0029077685389883273,5.166666666666667,62,"Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s021,0.6063619765892058,0.2733787379200385,0.04922054967276706,0.002837445420851537,5.4,80,"Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution token","Medical Trial update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s022,0.32644784739198546,0.13733486738932393,0.04920449408448227,0.0025920698030835777,5.833333333333333,35,"Sports Finals update: officials reported a phased token token milestones, trade-offs, near-term execution risks.","Sports Finals update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s023,0.7103606571728396,0.34638772303848236,0.04817586832106426,0.002952592620964536,5.2,102,"Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, token execution risks.","Education Reform update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s024,0.5636833862437404,0.22823911468632996,0.04894079684231964,0.002846005045143021,5.5,64,"token Policy update: officials criticized a phased plan with measurable token trade-offs, and near-term execution risks.","Climate Policy update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s025,0.47738993239743693,0.2222642077052071,0.044535354855077765,0.0028210929023830054,5.75,64,"Chip token update: officials delayed a phased plan with measurable milestones, trade-offs, and token execution risks.","Chip Manufacturing update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s026,0.4804440033101143,0.21457073120711975,0.04409822771238015,0.002622653899919071,6.2727272727272725,66,"Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s027,0.6120200066669743,0.26561523668133386,0.05557514158807042,0.003134926792436768,5.142857142857143,68,"Space Mission officials accelerated a token plan with measurable token trade-offs, and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s028,0.6063208790871218,0.26217080456463465,0.05236589535161771,0.002874039852233109,5.357142857142857,74,"City Planning officials expanded a phased plan with measurable milestones, token and token execution risks.","City Planning update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s029,0.32563482717853975,0.13842325152866794,0.048674670498410844,0.0027196539706138513,5.666666666666667,34,"Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s030,0.34543877935883044,0.18252855349280675,0.05796420925448446,0.0033666038983330353,2.7142857142857144,38,"Energy Markets update: officials narrowed a phased plan token measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials narrowed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s031,0.4422614454004866,0.21223490873085962,0.050661677501142095,0.0029920968746243986,5.2727272727272725,55,"Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s032,1.0252377731438704,0.38998210002189754,0.04957877199064092,0.0029600289394022313,4.615384615384615,116,"Sports Finals update: token approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s033,0.47048116581610006,0.19836489993631218,0.05092883759654443,0.002680655678904868,5.7,56,"Reform update: officials announced a phased plan with token milestones, trade-offs, and near-term execution risks.","Education Reform update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s034,0.34959962649010323,0.18237228215028306,0.05097646254828069,0.0029862686273182354,5.111111111111111,45,"Climate Policy update: officials reported a phased plan with token milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s035,0.510590156641171,0.20986194285931184,0.047877382824482756,0.002792837241979812,5.363636363636363,59,"Chip Manufacturing officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s036,0.7947327954243384,0.35199567635195245,0.05140911984224394,0.0029469270246049854,5.2,103,"Supply Chain update: officials criticized a phased token with measurable token trade-offs, and near-term execution risks.","Supply Chain update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s037,0.391855986628504,0.17643150959337547,0.05108257602611562,0.0032140752196733293,4.0,40,"Space Mission officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Space Mission update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s038,0.5403171907223773,0.2532779393478322,0.044197520089182415,0.002787738923448664,5.571428571428571,76,"City Planning update: officials announced a phased plan measurable milestones, trade-offs, and token token risks.","City Planning update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s039,0.28029499370506294,0.13205476479899894,0.04579919120022486,0.002974330124095658,5.666666666666667,30,"Cybersecurity Incident update: officials expanded a phased plan with token milestones, trade-offs, near-term execution risks.","Cybersecurity Incident update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s040,0.2760628330645162,0.14713830030562305,0.05394269906539064,0.0032136414220769794,3.75,30,"Markets update: officials delayed a token plan with measurable milestones, trade-offs, and near-term token risks.","Energy Markets update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s041,0.5361367608433303,0.22291285250594034,0.04740783810884809,0.002925083573284871,5.416666666666667,61,"Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s042,0.8513367265617581,0.31940081427487355,0.044030493475588586,0.0024369054937989822,6.0,114,"Finals update: officials approved a phased plan token measurable milestones, trade-offs, token near-term execution risks.","Sports Finals update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s043,0.3786768660849217,0.18344322126861848,0.05070056085194696,0.003318566510416788,3.8333333333333335,41,"Education Reform officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s044,0.7701947235793055,0.344996930181235,0.052335578675099526,0.0032517927945126166,4.130434782608695,91,"Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Climate Policy update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s045,0.6152122629735295,0.25658907947544907,0.0550015692775841,0.0033047132819322123,5.076923076923077,62,Chip Manufacturing update: officials token a phased plan with measurable token token and near-term execution risks.,"Chip Manufacturing update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s046,0.47750140524373,0.20721815108330546,0.03803015108330543,0.0024880588235294122,6.166666666666667,69,"Supply Chain update: officials accelerated a phased plan with measurable token trade-offs, and near-term execution risks.","Supply Chain update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s047,0.9976580667796148,0.4218173638244854,0.0537644626438629,0.0032004600102662826,3.2222222222222223,116,token Mission token officials delayed a token plan with token token and near-term execution risks.,"Space Mission update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s048,0.6601374842071479,0.2463135044335556,0.050771411787118255,0.002918538696215483,5.3076923076923075,68,"token Planning update: token confirmed token phased plan with milestones, trade-offs, and near-term execution risks.","City Planning update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s049,0.3770364814503602,0.16747471886009258,0.048056610934173086,0.0029854526981479873,5.75,41,"Cybersecurity Incident update: officials accelerated a phased token with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials accelerated a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,20
s000,0.8047964597816663,0.3457965913694475,0.04990349359435754,0.002689937252500818,5.55,111,"Energy Markets update: officials announced a plan with measurable milestones, trade-offs, and near-term execution risks.","Energy Markets update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s001,0.35607668371412643,0.17012721284410115,0.049433378720738066,0.0028068333517061177,5.5,44,"Medical Trial update: officials token phased plan with measurable milestones, trade-offs, and near-term execution risks.","Medical Trial update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s002,0.4905574379860377,0.23287111929011378,0.04390695907413971,0.0027788847090584423,5.384615384615385,69,"Sports Finals update: officials criticized a phased plan with measurable trade-offs, and near-term token risks.","Sports Finals update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s003,0.8964100759593422,0.35436250722019175,0.04592204579749343,0.0028559301983583176,5.333333333333333,109,"token Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s004,0.40149926960128324,0.17614899769498665,0.047079420922380905,0.002634072995359301,5.888888888888889,50,"Policy update: officials announced a phased plan with measurable milestones, trade-offs, near-term execution risks.","Climate Policy update: officials announced a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s005,0.7314263840708098,0.30762220689367026,0.04440006464587543,0.0027707593920820507,5.555555555555555,96,"Chip token update: officials expanded a token plan with measurable milestones, trade-offs, and near-term execution risks.","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s006,0.845266918315004,0.36352444575509285,0.055687875731635354,0.003240384947615342,3.310344827586207,96,"Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Supply Chain update: officials confirmed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s007,0.5724403300478291,0.2571964006832358,0.04880071440580917,0.002816157922667927,5.642857142857143,75,"Space update: officials reported a phased plan token trade-offs, and near-term execution token","Space Mission update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s008,0.2844994017791157,0.14520209417661067,0.05312079767458365,0.003410418388963963,5.333333333333333,28,"City token update: rejected a phased token with measurable milestones, trade-offs, and near-term execution risks.","City Planning update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s009,0.38193612012806133,0.19538456603046578,0.05634319961417987,0.003233520149215952,5.222222222222222,44,"Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.","Cybersecurity Incident update: officials approved a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s010,0.35826595197170086,0.17832209895390955,0.05576509349161842,0.003604617807714445,4.875,35,"Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and execution risks.","Energy Markets update: officials criticized a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s011,0.684340164212882,0.294475109893203,0.053146716189578946,0.0028729570679002863,5.3125,85,"Medical Trial update: officials rejected a phased plan with measurable token trade-offs, and near-term execution risks.","Medical Trial update: officials rejected a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s012,0.5344742074802413,0.21697475397471105,0.043258118909941,0.002517632392243044,5.833333333333333,70,"Sports Finals update: officials token a phased plan with measurable milestones, trade-offs, token near-term execution risks.","Sports Finals update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s013,0.6913955176403402,0.2630832432091822,0.037200799668872776,0.00240300471851393,6.125,95,"Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term token risks.","Education Reform update: officials reported a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s014,0.5773829295780816,0.2634420894870373,0.053193299176657056,0.0030918939751526505,3.1363636363636362,69,"Climate Policy token officials delayed a phased plan measurable milestones, and near-term execution risks.","Climate Policy update: officials delayed a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
s015,0.6257667992588116,0.29099004107675036,0.05304380090000088,0.003172616535689993,2.814814814814815,76,"Chip Manufacturing update: officials expanded plan with measurable milestones, trade-offs, and near-term execution token","Chip Manufacturing update: officials expanded a phased plan with measurable milestones, trade-offs, and near-term execution risks.",42,det,0.6,5,50
